,text,class
1304,"by night, hippos walk along familiar paths as far as 10 km (6 miles) into surrounding grasslands. the long canines and incisors are used strictly as weapons; grazing is accomplished by grasping grass with the tough wide lips and jerking the head.",hippopotamus
1305,"in the wild, females (cows) become sexually mature between ages 7 and 15, and males mature slightly earlier. dominant bulls more than 20 years old, however, initiate most of the mating. their digestive process cycles tremendous quantities of nutrients into the african rivers and lakes.",hippopotamus
1306,"rare battles may erupt when strange bulls invade territories in the mating season. adjacent territorial bulls will stare at each other, then turn, and, with rear end out of the water, flip feces and urine in a wide arc by rapidly wagging the tail.",hippopotamus
1307," territorial and subordinate males alike make dung piles along pathways leading inland, which probably function as olfactory signposts (scent markers) at night. hippos recognize individuals by scent and sometimes follow one another nose-to-tail on night treks.",hippopotamus
1308,"it is thought that attacks on small boats are antipredator behaviour, with the hippos mistaking the boats for crocodiles. as a result, hippos have long had a largely undeserved reputation as aggressive animals. hippos were extinct in northern africa by 1800 and south of n",hippopotamus
1309,animales were extinct in northern africa by 1800 and south of natal and the transvaal by 1900. there remains a demand for hippo teeth as a fine-grained “ivory” that is easy to carve.,hippopotamus
1310,"the pygmy hippo is less aquatic than its larger relative, although, when pursued, it hides in water. less gregarious, it is seen alone or with one or two others in the lowland tropical forests of liberia, côte d’ivoire",hippopotamus
1311,"a fossil resembling today’s pygmy hippo dates to about 21 million years ago. hippos eventually reached europe and asia, though climate changes and overhunting by humans had exterminated all species outside africa by the end of the pleistocene epoch.",hippopotamus
1312,"animal (horse, a river) amphibius (on both sides, living) huge gray bulky body with a large head its facial features somewhat resemble those of a pigsize396 to 457 m (13 to 15 ft) long; 152 m (5 ft) high at",hippopotamus
1313,"hippos spend most of their days in the water or wallowing in the mud, generally coming up on land to feed at night. their dung provides essential basic elements for the food chain tiny microorganisms feed on it and then larger animals feed on those organisms.",hippopotamus
1314,hippos are an important part of the african ecosystem. hippos are one of the most popular species of fish in the world. the african hippo is an important member of the continent's ecosystem.,hippopotamus
1315,"the animal (panthera pardus) is one of the five extant species in the genus panthera. the animal is a member of the cat family, felidae.",leopard
1316,"the animal is considered locally extinct in hong kong, singapore, south korea, jordan, morocco, togo, the united arab emirates, uzbekistan, lebanon, mauritania, kuwait, syria, libya, tunisia and most likely in north korea, gambia, laos, lesoth",leopard
1317,"it is similar in appearance to the jaguar (panthera onca), but has a smaller, lighter physique. its rosettes are generally smaller, more densely packed and without central spots. both animals and jaguars that are melanistic are known as",leopard
1318,"the english name 'animal' comes from old french: leupart or middle french: liepart, that derives from latin: animalus and ancient greek:  animalos.",leopard
1319,"'panther' is another common name, derived from latin: panther and ancient greek: pánthēr. the specific name latin: pardus refers to a male panther. the animal's fur is generally soft and thick, notably softer on the belly than",leopard
1320,"animals living in arid regions are pale cream, yellowish to ochraceous and rufous in colour. those living in forests and mountains are much darker and deep golden. its belly is whitish and its ringed tail is shorter than its body.",leopard
1321,"its white-tipped tail is about 60–100 cm (236–394 in) long, white underneath and with spots that form incomplete bands toward the tail's end. the guard hairs protecting the basal hairs are short, 3–4 mm (01–02 in) in face",leopard
1322,"the animal is sexually dimorphic with males larger and heavier than females. males stand 60–70 cm (236–276 in) at the shoulder, while females are 57–64 cm (224–252 in) tall. the head-and-body length ranges between 90",leopard
1323,"males weigh 37–90 kg (816–1984 lb), and females 28–60 kg (617–1323 lb) some animals in north africa allegedly were as large as barbary lions (panthera leo leo)",leopard
1324,the largest skull of a animal was recorded in india in 1920 and measured 28 cm (110 in) the skull of an african animal measured 2858 mm (1125 in) in basal length. a melanistic animal or black panther is also called black panthers.,leopard
1325,"the black animal is common foremost in tropical and subtropical moist forests like the equatorial rainforest of the malay peninsula and the tropical rainforest on the slopes of some african mountains. between january 1996 and march 2009, animals were photographed at 16 sites in the mal",leopard
1326,"the expected time for the fixation of this recessive allele due to genetic drift alone ranged from about 1,100 years to about 100,000 years. the cause of this morph, known as a ""strawberry animal"" or ""pink panther"", is not well understood",leopard
1327,"the animal was designated as the type species of panthera by joel asaph allen in 1902. in 1917, reginald innes pocock subordinated the tiger (p tigris), lion (p leo), and jaguar (p onca) to panther",leopard
1328,"animal (panthera pardus) (linnaeus, 1758) is the most widespread animal subspecies. it is native to most of sub-saharan africa and is considered critically endangered. animal (p p fusca) (meyer",leopard
1329,"p p tulliana (valenciennes, 1856) is native to eastern turkey, the caucasus, southern russia, the iranian plateau and the hindu kush it is considered endangered. balochistan animal population possibly evolved in the south of iran, afghanistan and pakistan",leopard
1330,african animals exhibit higher genetic differences than asian animal subspecies. the last common ancestor of the panthera and neofelis genera is thought to have lived about 6 years ago.,leopard
1331,"the animal is a sister taxon to a clade within panthera, consisting of the lion and the jaguar. neofelis diverged about 866 million years ago from the panthera lineage.",leopard
1332,"fossils of animal ancestors were excavated in east africa and south asia, dating back to the pleistocene. the modern animal is suggested to have evolved in africa about 05 to 08 million years ago and to have radiated across asia about 02 and 0.1–",leopard
1333,"it has since been hypothesized that it became extirpated on the island due to the toba eruption about 75,000 years ago. animal-like fossil bones and teeth possibly dating to the pliocene were excavated in perrier in france, northeast of london, and in",leopard
1334,"in 1953, a male animal and a lioness were crossbred in hanshin park in nishinomiya, japan. animal fossils dating to the pleistocene were also excavated in the japanese archipelago.",leopard
1335,"the animal has the largest distribution of all wild cats, occurring widely in africa, the caucasus and asia. it inhabits foremost savanna and rainforest, and areas where grasslands, woodlands, and riverine forests remain largely undisturbed. in sub-saharan africa,",leopard
1336,"animal populations on the arabian peninsula are small and fragmented. in southeastern egypt, a animal killed in 2017 was the first record in this area in 65 years. in western and central asia, it avoids deserts, areas with long snow cover and proximity to urban centres.",leopard
1337,"in nepal's kanchenjunga conservation area, a melanistic animal was photographed at an elevation of 4,300 m (14,100 ft) by a camera trap in may 2012. in sri lanka, animals were recorded in yala national park and in",leopard
1338,"in thailand, animals are present in the western forest complex, kaeng krachan-kui buri, khlong saeng-khao sok protected area complexes and in hala bala wildlife sanctuary bordering malaysia. animals were recorded only in the qinling",leopard
1339,"the animal is a solitary and territorial animal. adults associate only in the mating season. females continue to interact with their offspring even after weaning. they produce a number of vocalizations, including growls, snarls, meows and purrs.",leopard
1340,the whitish spots on the back of its ears are thought to play a role in communication. cubs call their mother with a urr-urr sound. it has been hypothesized that the white tips of their tails may function as a 'follow-me' signal in intraspe,leopard
1341,"animals can climb trees very skillfully, often rest on tree branches and descend from trees headfirst. they can run at over 58 km/h (36 mph) they can leap over 6 m (20 ft) horizontally, and jump up to 3 m (9 ft)",leopard
1342,"in kruger national park, most animals tend to keep 1 km (062 mi) apart. males interact with their partners and cubs at times. aggressive encounters are rare, typically limited to defending territories from intruders.",leopard
1343,"a study of animals in the namibian farmlands showed that the size of home ranges was not significantly affected by sex, rainfall patterns or season. the higher the prey availability in an area, the greater the animal population density.",leopard
1344,"the animal is a carnivore that prefers medium-sized prey with a body mass ranging from 10–40 kg (22–88 lb) in nepal's bardia national park, male home ranges of 48 km2 (19 sq mi) and female ones of 5–7 km",leopard
1345,"most preferred species are ungulates; impala (aepyceros melampus), bushbuck (tragelaphus scriptus), common duiker (sylvicapra grimmia) and chital (axis axis) primates preyed upon",leopard
1346,"the animal stalks its prey and tries to approach as closely as possible, typically within 5 m (16 ft) of the target. it then pounces on it and kills it by suffocation. it kills small prey with a bite to the back of the neck, but holds larger",leopard
1347,"it is able to take large prey due to its powerful jaw muscles, and is therefore strong enough to drag carcasses heavier than itself up into trees. it eats small prey immediately, but drags larger carcasses over several hundred metres and caches it safely in trees, bushes or even caves",leopard
1348,"in the southern kalahari desert, animals meet their water requirements by the bodily fluids of prey and succulent plants. in parts of its global range, the animal is sympatric with other large predators such as the tiger and lion.",leopard
1349,"animals were observed when killing or preying on smaller competitors such as black-backed jackal, african civet (civettictis civetta) and african wildcat. some of these species steal its kills, kill its cubs and even kill adult le",leopard
1350,"resource partitioning occurs where animals share their range with tigers. animals tend to take smaller prey, usually less than 75 kg (165 lb), where tigers are present. in areas where animal and tiger are sympatric, coexistence is reportedly not the general rule",leopard
1351,"nile crocodiles (crocodylus niloticus) prey on animals occasionally. one large adult animal was grabbed and consumed by a large crocodile while attempting to hunt along a bank in kruger national park. in serengeti national park, troops of",leopard
1352,"the generation length of the animal is 93 years. in manchuria and siberia, they mate during january and february. cubs are usually born in a litter of 2–4 cubs. the fur of the young tends to be longer and thicker than that of adults.",leopard
1353,"animal is listed on cites appendix i, and trade is restricted to skins and body parts of 2,560 individuals in 11 sub-saharan countries. the animal is primarily threatened by habitat fragmentation and conversion of forest to agriculturally used land.",leopard
1354,"between 2002 and 2012, at least four animals were estimated to have been poached per week in india for the illegal wildlife trade of its skins and bones. in spring 2013, 37 animal skins were found during a 7-week long market survey in major moroccan cities. vend",leopard
1355,"in java, the animal is threatened by illegal hunting and trade between 2011 and 2019, body parts of 51 javan animals were seized. in greek mythology, it was a symbol of the god dionysus, who was depicted wearing animal skin.",leopard
1356,"some african cultures considered the animal to be a smarter, better hunter than the lion and harder to kill. the animal was used to symbolise the power of the king or oba. in rudyard kipling's just so stories how the animal got his spots, a",leopard
1357,"a animal played an important role in the 1938 hollywood film bringing up baby african chiefs, european queens, hollywood actors and burlesque dancers wore coats made of animal skins. the animal is a frequently used in heraldry, most commonly as passant.",leopard
1358,"animals are graceful and powerful big cats closely related to lions, tigers, and jaguars. they live in sub-saharan africa, northeast africa, central asia, india, and china.",leopard
1359,"the animal is so strong and comfortable in trees that it often hauls its kills into the branches. animals can also hunt from trees, where their spotted coats allow them to blend with the leaves until they spring with a deadly pounce.",leopard
1360,most animals are light colored with distinctive dark spots that are called rosettes. the mother hides her cubs and moves them from one safe location to the next until they are old enough to begin playing and learning to hunt.,leopard
1361,"there are nine sub­species of pan­thera par­dus, which are dis­trib­uted as fol­lows. the species is found in africa, cen­tral asia, java, sri lanka, and russia.",leopard
1362,"leop­ards in­habit a va­ri­ety of ter­rain. they are most pop­u­lous in mesic wood­lands, grass­land sa­van­nas, and forests. they favor trees through­out their en­t",leopard
1363,"cubs have small round ears, long whiskers ex­tend­ing from dark spots on the upper lip. they have solid black spots on their chest, feet, and face and rings on their tail. cubs have a smoky gray coat and their rosettes are not",leopard
1364,"black pan­thers, which are most pop­u­lous in humid forests, are leop­ards with re­ces­sive melanis­tic genes. males tend to be larger than fe­males. males range in mass from 31 to 65 kg",leopard
1365,"leop­ards are promis­cu­ous, as both males and fe­males have mul­ti­ple mates. males at­tract po­ten­tial mates by ex­cret­ing pheromones in their urine. fe­",leopard
1366,"animals breed year-round, with a peak during the rainy season. in china and south­ern siberia, animals mainly breed in jan­u­ary and feb­ru­ary fe­males are in es­trus for 7 days and have a",leopard
1367,"moth­ers leave their cubs in dense bush, rock clefts, or hol­low tree trunks for up to 36 hours while hunt­ing and feed­ing. they move den sites fre­quently, which helps pre­vent cubs from falling prey to",leopard
1368,"leop­ards are soli­tary, noc­tur­nal car­ni­vores. they can live to be 21 to 23 years old, with the old­est known in­di­vid­ual being 27 years old. wild leop",leopard
1369,"leop­ards mark their ter­ri­tory with urine, feces, and claw marks. they can run at bursts of up to 60 km/hour, jump more than 6 m hor­i­zon­tally and 3 m ver­ti­cally.",leopard
1370,"male leop­ards have a core range of about 12 km^2, with a home range of 35 km*2. in namibia, the home ranges of males over­lapped 46% of the time and those of fe­males over-lapped about 35",leopard
1371,"al­though leop­ards are silent most of the time, they may give a hoarse, rasp­ing cough at re­peated in­ter­vals to ad­ver­tise their pres­ence to con­specifics. males also grunt at",leopard
1372,"leop­ards are not likely to chase prey after the first pounce. once a prey item is cap­tured, they im­me­di­ately break the prey's neck. their tremen­dous strength al­lows them to tackle prey up to",leopard
1373,"leop­ards pre­fer prey that weigh be­tween 10 and 40 kg. they are also known to scav­enge from chee­tahs (aci­nonyx ju­ba­tus), soli­tary hye­nas",leopard
1374,many of the char­ac­ter­is­tics that make leop­ards great preda­tors also serve as ex­cel­lent de­fense mech­a­nisms. to avoid at­tacks from po­ten­tial,leopard
1375,"leop­ards are host to many com­mon felid par­a­sites. these include lung flukes (paragomi­nus west­er­mani), flat worms (pseudo­phyl­lidea), spirurian ne­",leopard
1376,"leop­ards are de­clin­ing in parts of their ge­o­graphic range due to habi­tat loss and frag­men­ta­tion. they are listed as ""near threat­ened"" on the iucn red list of",leopard
1377,leop­ards are pro­tected through­out most of their range in west asia. pop­u­la­tions in this area are too small to main­tain sta­ble growth. 5 of 9 sub­species are listed as en­dan­gered,leopard
1378,"animals are medium-sized cats found in a range of colors from pale yellow to gray to chestnut. a animal’s shoulders, upper arms, back and haunches are marked with dark spots in a rosette pattern. large black spots cover the animal",leopard
1379,"animals are found throughout most of africa and asia from the middle east to the soviet union. they are three to six feet long, with a tail that is two to 35 feet long males weigh between 82 and 200 pounds, females are slightly smaller animals live for up to",leopard
1380,"following a 90 to 105 day gestation, one to six kittens are born. animals are solitary, preferring to live alone. the animal is closely related to, and appears very similar to, the jaguar.",leopard
1381,"since wild animals live only in africa and asia, there is no possibility of confusing them in the wild. animals do not have the spots within the rosettes that jaguars always have, and the jaguar's spots are larger than the animal's",leopard
1382,"the animal is heavier, stockier, and has a larger head in proportion to the body. the cheetah also has dark 'teardrop' like markings running down the sides of its face, whereas the animal does not.",leopard
1383,"animals are under threat of habitat loss and are facing increased hunting pressure. because of their stealthy habits and camouflage, they can go undetected even in close proximity to human settlements. despite the animal's abilities, it is no match for habitat destruction and poachers, and",leopard
1384,"training endured by circus animals is almost always based on intimidation. zoos are designed with the needs and desires of the visitors in mind, not the needs of the animals. many animals in zoos exhibit abnormal behavior as a result of being deprived of their natural environments.",leopard
1385,"animals are the smallest of the large cats and are the most widespread, with subspecies found in africa and asia. they have a body structure similar to jaguars and are covered with flower-shaped spots on their backs.",leopard
1386,"animals living in dry grasslands are generally a lighter color than those found in rainforests. in africa, lions and packs of hyenas or painted dogs can kill animals; in asia, a tiger can do the same.",leopard
1387,"the largest animals are named after the regions where they’re found, like the north african animal and the persian animal. all can live without drinking water for as long as 10 days, getting the moisture they need from their food.",leopard
1388,animals have incredible strength and can climb as high as 50 feet (15 meters) up a favorite tree. they stash food up high so other predators such as lions or hyenas can’t get it. one animal was spotted dragging a 220-pound (100,leopard
1389,"stories from both africa and asia tell of the animal’s ability to enter a village and snatch a sleeping dog without being detected. the cat uses its vision, keen hearing, and whiskers, rather than its sense of smell, while hunting.",leopard
1390,"at the san diego zoo, our animals are generally fed a commercial ground meat diet made for zoo carnivores. they are offered an occasional large bone, thawed rabbit, or sheep carcass. to keep their hunting skills sharp, wildlife care specialists occasionally offer the cats a meat",leopard
1391,"a pregnant female uses a cave, burrow, or an opening in thick vegetation as a birthing den. she stays with her cubs, usually two or three in a litter, continually for their first few days. at about three months of age, the cubs venture out with",leopard
1392,animals rarely roar; their voice is more of a raspy bark. young animals are usually ready to head out on their own between 12 and 18 months. animal cubs play by practicing these behaviors on their siblings and even on their mother.,leopard
1393," animal-skin coats were legal for many years and are still sold secretly. many trees in animal habitats have been cut down for building projects. poachers kill animals for their whiskers, which are used in some west african potions.",leopard
1394,"the amur animal, a subspecies living at the san diego zoo, exists on the cusp of extinction. all animal subspecies are either endangered or threatened. the u.s. endangered species act and cites help protect animals.",leopard
1395,the amur animal is under siege from a variety of pressures including poaching of the animals and their prey. the cats have been surveyed in winter by counting tracks in the snow along established wildlife paths to estimate animal density and population size.,leopard
1396,the small but mighty population in russia’s primorsky krai has remained mostly stable over the past 30 years. anti-poaching efforts and educational programs appear to be working. china has established a reserve that connects with animal (and tiger) habitat in russia.,leopard
1397,"animals can hear five times more sounds than humans, even the ultrasonic squeaks made by mice. animals live 12 to 15 years; up to 23 years in zoos.",leopard
1398,"snow and clouded animals have their own classifications within the cat family. the character bagheera in rudyard kipling’s the jungle book was described as a black panther, which is really a very dark-colored animal.",leopard
1399,animals are the smallest members of the large cat category. they grow to only 3 to 62 feet (92 to 190 centimeters) long. females typically weigh 46 to 132 pounds (21 to 60 kilograms) and males usually weigh around 80 to 165 lbs.,leopard
1400,"the animal is very adaptable and can live in many different places across the globe. animals are found in sub-saharan africa, the arabian peninsula, southwestern and eastern turkey, in the sinai/judean desert of southwest asia and the himalayan foothills.",leopard
1401,animals are solitary creatures that only spend time with others when they are mating or raising young. they are also nocturnal and spend their nights hunting instead of sleeping. they will often drag their prey into trees to keep it from being taken by other animals.,leopard
1402,"animals have a gestation period of approximately three months and typically give birth to a litter of two to three cubs in a den. each cub weighs just 17 to 21 ounces (500 to 600 grams) at birth, is blind and almost hairless.",leopard
1403,"animals are classified as near threatened by the iucn's red list of threatened species. animal characteristics are recognized in their classification as catlike carnivores (suborder feliformia) and as roaring cats (genuspanthera) their complete taxonomy,",leopard
1404,"the name ""animal"" comes from the greek word animalus, which is a combination of leon (lion) and pardus (panther) animals can run up to 36 mph (58 kph), jump forward 20 feet (6 meters) and",leopard
1405,"the genus animalus does not include animals. members of that genus include cats of central and south america, such as ocelots, oncillas, margays, pampas cats and geoffrey's cat.",leopard
1406,"""alces"" and ""bull animal"" redirect here for the political party, see progressive party (united states, 1912) for other uses, see alces and animal (disambiguation)",moose
1407,"most adult male animal have broad, palmate (""open-hand shaped"") antlers. most animal occur in canada, alaska, new england (with maine having the most of the lower 48 states), new york state, fennoscandia, the baltic states, poland",moose
1408,"the most common predators of the animal are wolves, bears, and humans. unlike most other deer species, animal do not form herds and are solitary animals. their mating season in the autumn features energetic fights between males competing for a female.",moose
1409,4	fur                25	dewlap                26	tail                27	size and weight                3	ecology and biology                31  diet                32  natural predators                33  parasites                331  ectoparasites,moose
1410,"the word ""elk"" in north american english refers to a completely different species of deer, cervus canadensis, also called the wapiti. a mature male animal is called a bull, a mature female a cow, and an immature animal of either sex",moose
1411,"the word ""elk"" has cognates in other indo-european languages, eg elg in danish/norwegian; älg in swedish; alnis in latvian; elch in german; and łoś in polish. in the continental european",moose
1412,"the word ""elk"" is used in north america to refer to a different animal, cervus canadensis, which is also called by the algonquian indigenous name, ""wapiti"" the british began colonizing america in the 17th century, and found",moose
1413,"early european explorers in north america, particularly in virginia where there were no animal, called the wapiti ""elk"" because of its size and resemblance to familiar-looking deer like the red deer. the word ""animal"" had first entered english by 1606.",moose
1414,"for a long time neither species had an official name, but were called a variety of things. eventually, in north america the wapiti became known as an elk while the animal retained its anglicized native-american name. in 1736, samuel dale wrote to the royal",moose
1415,"the black animal is (by all that have hitherto writ of it) accounted a very large creature. the stag, buck, or male of this kind has a palmed horn, not like that of our common or fallow-deer.",moose
1416,"the male's antlers grow as cylindrical beams projecting on each side of the head at right angles to the midline of the skull. the lower prong of this fork may be either simple, or divided into two or three tines, with some flattening. most mo",moose
1417,"the antlers of mature alaskan adult bull animal (5 to 12 years old) have a normal maximum spread greater than 200 centimeters (79 in) by the age of 13, animal antlers decline in size and symmetry. the widest spread recorded was 210 centimeters (83",moose
1418,"in the north siberian animal, the posterior division of the main fork divides into three tines, with no distinct flattening. in the common animal (a a alces) this branch usually expands into a broad palmation, with one large tine at the base.",moose
1419,"after the mating season males drop their antlers to conserve energy for the winter. a new set of antlers will then regrow in the spring antlers take three to five months to fully develop, making them one of the fastest growing animal organs.",moose
1420,"if a bull animal is castrated, either by accidental or chemical means, he will shed his current set of antlers within two weeks. he will then immediately begin to grow a new set of misshapen and deformed antlers that he will wear the rest of his life",moose
1421,"perukes are constantly growing, tumor-like antlers with a distinctive appearance similar to coral. the distinctive-looking perukes (often referred to as ""devil's antlers"") are the source of several myths and legends among many groups of inuit as well as several other tribes",moose
1422,the animal proboscis is distinctive among the living cervids due to its large size. it also features nares that can be sealed shut when the animal is browsing aquatic vegetation. as with all members of the order artiodactyla (even-toed ung,moose
1423,"the animal hoof splays under load, increasing surface area. this foot configuration may favor striding on soft ground. the body weight per footprint surface area of the animal foot is intermediate between that of the pronghorn foot and the caribou foot.",moose
1424,"both male and female animal have a dewlap or bell. its exact function is unknown, but some morphologic analyses suggest a cooling (thermoregulatory) function. other theories include a fitness signal in mating, as a visual and olfactory signal, or as a",moose
1425,"on average, an adult animal stands 14–21 m (46–69 ft) high at the shoulder, which is more than 30 centimetres (1 ft) higher than the next largest deer on average, the wapiti. males (or ""bulls"") normally",moose
1426,"the largest of all the races is the alaskan subspecies (a a gigas), which can stand over 21 m (69 ft) at the shoulder. the largest confirmed size for this species was a bull shot at the yukon river in september 1897 that weighed 820 kg (",moose
1427,"among extant terrestrial animal species in north america, europe, and siberia, the animal is dwarfed only by two species of bison. there have been reported cases of even larger animal, including a bull killed in 2004 that weighed 1,043 kg (2,299 lb)",moose
1428,"much of a animal's energy is derived from terrestrial vegetation, mainly consisting of forbs and other non-grasses. as much as half of their diet usually consists of aquatic plant life. in winter, animal are often drawn to roadways, to lick salt that is used",moose
1429,"animal lack upper front teeth, but have eight sharp incisors on the lower jaw. they also have a tough tongue, lips and gums, which aid in the eating of woody vegetation. a animal's upper lip is very sensitive, to help distinguish between fresh shoots",moose
1430,animal are excellent swimmers and are known to wade into water to eat aquatic plants. this trait serves a second purpose in cooling down the animal on summer days and ridding itself of black flies. animal are attracted to marshes and river banks during warmer months.,moose
1431,"animal are the only deer that are capable of feeding underwater. as an adaptation for feeding on plants underwater, the nose is equipped with fatty pads and muscles that close the nostrils when exposed to water pressure. other species can pluck plants from the water too, but these need to",moose
1432,"like giraffes, animal carefully select foods with less fiber and more concentrations of nutrients. unlike most hooved, domesticated animals (ruminants), animal cannot digest hay, and feeding it to a animal can be fatal. the animal's varied and complex diet",moose
1433,brown bears (ursus arctos) are also known to prey on animal of various sizes. they are the only predator besides the wolf to attack animal both in eurasia and north america. wolverine (gulo gulo) are most likely to eat animal as,moose
1434,"in some areas, animal are the primary source of food for wolves. wolves usually follow animal at a distance of 100 to 400 meters (330 to 1,310 ft) attacks from wolves against young animal may last seconds, though sometimes they can be drawn out for days with",moose
1435,"research into animal predation suggests that their response to perceived threats is learned rather than instinctual. wolf packs primarily target calves and elderly animals, but can and will take healthy, adult animal. animal between the ages of two and eight are seldom killed by wolves.",moose
1436,"animal typically carry a heavy burden of parasites, both externally and internally. parasitosis is an important cause of animal morbidity and mortality. in northern europe, the animal botfly is a parasite whose range seems to be spreading.",moose
1437,"rutting and mating occurs in september and october. males are polygamous and will seek several females to breed with. males produce heavy grunting sounds that can be heard from up to 500 meters away, while females produce wail-like sounds.",moose
1438,"female animal have an eight-month gestation period, usually bearing one calf, or twins. twinning can run as high as 30% to 40% with good nutrition. the life span of an average animal is about 15–25 years.",moose
1439,"animal are not usually aggressive towards humans, but can be provoked or frightened to behave with aggression. in the americas, animal injure more people than any other wild mammal, and worldwide, only hippopotamuses injure more. with availability of adequate nutrition, mild weather, and low",moose
1440,"as with bears or any wild animal, animal that have become used to being fed by people may act aggressively when denied food. during the fall mating season, bulls may be aggressive toward humans because of the high hormone levels they experience. cows with young calves are very protective and will",moose
1441,"animal are very limber animals with highly flexible joints and sharp, pointed hooves. they are most likely to attack if annoyed or harassed, or if approached too closely. a animal that has been harassed may vent its anger on anyone in the vicinity.",moose
1442,"if the hairs on the back of the animal's neck and shoulders (hackles) stand up, a charge is usually imminent. the anchorage visitor centers warn tourists that ""a animal with its hackles raised is a thing to fear""",moose
1443,"alaskan animal have been reported to successfully fend off attacks from both black and brown bears. in one rare event, a female animal killed two adult males wolves. european animal are often more aggressive than north american animal, such as the animal in sweden.",moose
1444,"animal require habitat with adequate edible plants, cover from predators, and protection from extremely hot or cold weather. animal travel among different habitats with the seasons to address these requirements. animal are cold-adapted mammals with thickened skin, dense, heat-retaining coat, and a",moose
1445,"animal require access to both young forest for browsing and mature forest for shelter and cover. in hot weather, animal are often found wading or swimming in lakes or ponds. animal avoid areas with little or no snow as this increases the risk of predation by wolves.",moose
1446,"after expanding for most of the 20th century, the animal population of north america has been in steep decline since the 1990s. with reintroduction of bison into boreal forest, there was some concern that bison would compete with animal for winter habitat, and thereby worsen",moose
1447,"in north america, the animal range includes almost all of canada (excluding the arctic and vancouver island), most of alaska, northern new england and upstate new york, the upper rocky mountains, northern minnesota, northern wisconsin, michigan's upper peninsula, and isle royale in lake superior",moose
1448,"animal are the largest of all the deer species. males are immediately recognizable by their huge antlers, which can spread 6 feet from end to end. animal have long faces and muzzles that dangle over their chins.",moose
1449,"animal are so tall that they prefer to browse higher grasses and shrubs because lowering their heads to ground level can be difficult. in winter they eat shrubs and pinecones, but they also scrape snow with their large hooves to clear areas for browsing on mosses and",moose
1450,"animal have been seen paddling several miles at a time, and will even submerge completely, staying under for 30 seconds or more. the usually solitary bulls may come together at this time to battle with their antlers for mating supremacy.",moose
1451,animal calves grow quickly and can outrun a person by the time they are just five days old. young animal stay with their mothers until the following mating season. these calves were born in the fall of 2013.,moose
1452,"animal are the largest members of the deer family, standing six feet (18 meters) tall from hoof to shoulder. they weigh more than 1,000 pounds (450 kilograms) males are distinguished from females by their antlers, which grow up to six feet across.",moose
1453,"adult animal use their antlers or hooves to defend themselves from predators like bears and wolves. the much smaller calves are easier for predators to take down, and many fall victim to predation before reaching their first birthday.",moose
1454,"animal are so tall that they have difficulty bending down to eat grasses. they prefer to feed on leaves, bark, and twigs from trees and shrubs. their favorite foods come from native willow, aspen, and balsam fir trees.",moose
1455,"animal can live more than 20 years in the wild, but many begin to suffer the symptoms of old age before then. hunting and habitat degradation are major threats to animal. climate change has caused animal populations in minnesota to fall dramatically.",moose
1456,"animal are in jeopardy across the united states, from new hampshire, vermont, and maine; to minnesota and michigan; and even montana. summer heat stress leads to dropping weights, a fall in pregnancy rates, and increased vulnerability to disease.",moose
1457,"the new hampshire animal population has plummeted by more than 40 percent in the last decade from more than 7,500 animal to just 4,000 today. biologists attribute some of this decline to increasing parasite loads influenced by shorter winters caused by climate change.",moose
1458,"in new hampshire, declining animal numbers have lead to a 80 percent reduction in animal hunting permits, down from 675 in 2007 to just 124 in 2014. to ensure the survival of cherished wildlife species like the animal, policies and practices are needed to address climate change.",moose
1459,"animal are browsers, feeding on the leaves and twigs of trees and shrubs. male animal grow a set of antlers each year during the spring and summer. animal are excellent swimmers, able to hold their breath underwater for 30 seconds.",moose
1460,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,moose
1461,"there are 400,000 animal in sweden before the hunting season, 100,000 are hunted so that about 300,000 remain during winter. there are more animal in sweden per square kilometer than any other country in the world.",moose
1462,animal may live up to 25 years but because of the intensive hunting few animal survive to become older than 10 years. since more bulls are hunted only 5-10% of the bulls reach the age of 5 years. cows often become 10 or even 20 years old.,moose
1463,"animal are solitary and do not live in families or herds. the summer population of animal in sweden is estimated to be 300,000–400,000 individuals. under the throat hangs a pendant of fur like a beard.",moose
1464,sweden has the densest population of animal in the world. it can be found all over sweden except on the island of gotland. the annual rut/mating season occurs during the end of september and beginning of october.,moose
1465,"the calf weighs 8-15 kilograms at birth and gain 1,5 kilograms per day during the first few months. young animal stay with their mothers until the following mating season when they are usually pushed away by the cow to give room for the new calves.",moose
1466,"this page is all about animal in sweden, but animal is actually in north american english. the swedish word for animal is älg and in british english the same species is actually elk. in north america another member of the deer family, the wapiti, is often referred",moose
1467,"confusing? take a deep breath and read again or try looking at the images below. american wapiti, also called american elk this is not a animal. american animal, which is the same species as the european elk, just two different names.",moose
1468,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of new zealand for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots.,moose
1469,"animal, like deer, lack a set of upper incisors; they strip off browse and bark rather than snipping it neatly. an adult animal, averaging 1,000 pounds and standing 6 feet at the shoulder, is the largest land mammal in new hampshire.",moose
1470,"only bulls grow antlers antler growth begins in march or april and is completed by august or september when the velvet is shed. the bell, which is the flap of skin and long hair that hangs from the throat, is more pronounced in adult bulls than in cows or immature bulls.",moose
